country_code,short_name,table_name,long_name,two_alpha_code,special_notes,wb_two_code,currency_unit,system_of_national_accounts,latest_population_census,region,income_group,national_accounts_base_year,sna_price_valuation,system_of_trade,vital_registration_complete,lending_category,balance_of_payments_manual_in_use,government_accounting_concept,imf_data_dissemination_standard,latest_trade_data,latest_household_survey,latest_agricultural_census,latest_industrial_data,latest_water_withdrawal_data,source_of_most_recent_income_and_expenditure_data,national_accounts_reference_year,other_groups,external_debt_reporting_status,alternative_conversion_factor,ppp_survey_year
MRT,Mauritania,Mauritania,Islamic Republic of Mauritania,MR,"April 2012 database update: Based on official government statistics, data were revised for 1991 onward; the base year for constant price series changed to 2004.",MR,Mauritanian ouguiya,Country uses the 1993 System of National Accounts methodology.,2013,Sub-Saharan Africa,Lower middle income,2004,Value added at basic prices (VAB),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",<NULL>,General Data Dissemination System (GDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2011",<NULL>,<NULL>,2005,"Integrated household survey (IHS), 2008",<NULL>,HIPC,Actual,<NULL>,2005
IDN,Indonesia,Indonesia,Republic of Indonesia,ID,Fiscal year end: March 31; reporting period for national accounts data: CY. Data for Indonesia include Timor-Leste through 1999 unless otherwise noted.,ID,Indonesian rupiah,Country uses the 1993 System of National Accounts methodology.,2010,East Asia & Pacific,Lower middle income,2000,Value added at producer prices (VAP),Special trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,Special Data Dissemination Standard (SDDS),2012,"Demographic and Health Survey (DHS), 2012",2013,2009,2000,"Integrated household survey (IHS), 2013",<NULL>,<NULL>,Actual,<NULL>,2005
LKA,Sri Lanka,Sri Lanka,Democratic Socialist Republic of Sri Lanka,LK,<NULL>,LK,Sri Lankan rupee,Country uses the 1993 System of National Accounts methodology.,2012,South Asia,Lower middle income,2002,Value added at producer prices (VAP),General trade system,Yes,Blend,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2006/07",2013/ 2014,2010,2005,"Expenditure survey/budget survey (ES/BS), 2010",<NULL>,<NULL>,Actual,<NULL>,2005
LAO,Lao PDR,Lao PDR,Lao People's Democratic Republic,LA,<NULL>,LA,Lao kip,Country uses the 1993 System of National Accounts methodology.,2005,East Asia & Pacific,Lower middle income,2002,Value added at basic prices (VAB),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,<NULL>,<NULL>,"Multiple Indicator Cluster Survey (MICS), 2011/12",2010/11,<NULL>,2005,"Expenditure survey/budget survey (ES/BS), 2008",<NULL>,<NULL>,Preliminary,<NULL>,2005
CPV,Cabo Verde,Cabo Verde,Republic of Cabo Verde,CV,"Cabo Verde is the new name for the country previously listed as Cape Verde. Based on official government statistics and IMF data, national accounts data have been revised from 1990 onward; the new base year is 2007.",CV,Cabo Verde escudo,Country uses the 1993 System of National Accounts methodology.,2010,Sub-Saharan Africa,Lower middle income,2007,Value added at producer prices (VAP),General trade system,Yes,Blend,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2005",2014,<NULL>,2001,"Expenditure survey/budget survey (ES/BS), 2007",<NULL>,<NULL>,Actual,<NULL>,2005
NGA,Nigeria,Nigeria,Federal Republic of Nigeria,NG,"Based on official government statistics released 6 April, 2014, national accounts data have been revised from 2010 onward; the new base year is 2010. The new GDP data are 60 to 75 percent higher than previously reported and incorporate improved data sources and methodology.",NG,Nigerian naira,Country uses the 1993 System of National Accounts methodology.,2006,Sub-Saharan Africa,Lower middle income,2010,Value added at basic prices (VAB),General trade system,<NULL>,Blend,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2013",2013,<NULL>,2005,"Integrated household survey (IHS), 2010",<NULL>,<NULL>,Actual,1971–98,2005
STP,São Tomé and Principe,São Tomé and Principe,Democratic Republic of São Tomé and Principe,ST,"Based on IMF data, national accounts data have been revised for 2000 onward; the new base year is 2000.",ST,São Tomé and Principe dobra,Country uses the 1993 System of National Accounts methodology.,2012,Sub-Saharan Africa,Lower middle income,2000,Value added at producer prices (VAP),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2008/09",2011/12,<NULL>,1993,"Priority survey (PS), 2009/10",<NULL>,HIPC,Actual,<NULL>,2005
SYR,Syrian Arab Republic,Syrian Arab Republic,Syrian Arab Republic,SY,"April 2013 database update: Based on data from the Central Bureau of Statistics, national accounts data were revised for 2003 onward.",SY,Syrian pound,Country uses the 1968 System of National Accounts methodology.,2004,Middle East & North Africa,Lower middle income,2000,Value added at basic prices (VAB),Special trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2010,"Multiple Indicator Cluster Survey (MICS), 2006",2014,<NULL>,2005,"Expenditure survey/budget survey (ES/BS), 2004",<NULL>,<NULL>,Estimate,1970–2010,2005
SDN,Sudan,Sudan,Republic of the Sudan,SD,"Total population data are reported separately for Sudan and South Sudan; see specific notes for other demographic-related series. National accounts data exclude South Sudan after July 9, 2011. Other data reported for Sudan include South Sudan unless otherwise noted.",SD,Sudanese pound,Country uses the 1968 System of National Accounts methodology.,2008,Sub-Saharan Africa,Lower middle income,1981/82. Reporting period switch from fiscal year to calendar year from 1996. Pre-1996 data converted to calendar year.,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2011,"Sudan Household Health Survey (SHHS), 2010",2013/ 2014,2001,2005. Includes South Sudan.,"Expenditure survey/budget survey (ES/BS), 2009",1996.0,HIPC,Actual,<NULL>,2005
PHL,Philippines,Philippines,Republic of the Philippines,PH,"Source for GNI and net income from abroad is changed to national statistical office from central bank. April 2012 database update: National accounts data were revised for 1998 onward. Because intellectual property products are now reported as a part of gross fixed capital formation, gross domestic product (GDP) in current prices averaged 4 percent higher than previous estimates.",PH,Philippine peso,Country uses the 1993 System of National Accounts methodology.,2010,East Asia & Pacific,Lower middle income,2000,Value added at producer prices (VAP),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,Special Data Dissemination Standard (SDDS),2012,"Demographic and Health Survey (DHS), 2013",2012,2008,2009,"Expenditure survey/budget survey (ES/BS), 2012",<NULL>,<NULL>,Actual,<NULL>,2005
MDV,Maldives,Maldives,Republic of Maldives,MV,April 2012 database update: The Department of National Planning revised national accounts data for 2000 onward; the base year changed to 2003.,MV,Maldivian rufiyaa,Country uses the 1993 System of National Accounts methodology.,2006,South Asia,Upper middle income,2003,Value added at basic prices (VAB),General trade system,Yes,IDA,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2009",<NULL>,<NULL>,2008,"Integrated household survey (IHS), 2010",<NULL>,<NULL>,Actual,<NULL>,2005
PER,Peru,Peru,Republic of Peru,PE,<NULL>,PE,Peruvian new sol,Country uses the 1993 System of National Accounts methodology.,2007,Latin America & Caribbean,Upper middle income,2007,Value added at basic prices (VAB),Special trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Continuous Demographic and Health Survey (DHS), 2013",2012,2010,2000,"Integrated household survey (IHS), 2012",<NULL>,<NULL>,Actual,1985–90,2005
BRA,Brazil,Brazil,Federative Republic of Brazil,BR,<NULL>,BR,Brazilian real,Country uses the 1993 System of National Accounts methodology.,2010,Latin America & Caribbean,Upper middle income,2000,Value added at basic prices (VAB),General trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"World Health Survey (WHS), 2003",2006,2010,2006,"Integrated household survey (IHS), 2012",<NULL>,<NULL>,Actual,<NULL>,2005
IRN,Iran,"Iran, Islamic Rep.",Islamic Republic of Iran,IR,Fiscal year end: March 20; reporting period for national accounts data: FY.,IR,Iranian rial,Country uses the 1993 System of National Accounts methodology.,2011,Middle East & North Africa,Upper middle income,1997/98,Value added at basic prices (VAB),Special trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2011,"Demographic and Health Survey (DHS), 2000",2013,2009,2004,"Expenditure survey/budget survey (ES/BS), 2005",<NULL>,<NULL>,Actual,1980–2002,2005
BWA,Botswana,Botswana,Republic of Botswana,BW,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on official government statistics, national accounts data have been revised from 2006 onward; the new base year is 2006. Data before 2006 were reported on a fiscal year basis.",BW,Botswana pula,Country uses the 1993 System of National Accounts methodology.,2011,Sub-Saharan Africa,Upper middle income,2006,Value added at basic prices (VAB),General trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 1988",2011. Population and Housing Census.,2010,2000,"Expenditure survey/budget survey (ES/BS), 2009/10",<NULL>,<NULL>,Actual,<NULL>,2005
FJI,Fiji,Fiji,Republic of Fiji,FJ,"Based on data from the Bureau of Statistics, national accounts data on the expenditure side have been revised from 2005 onward; the new base year is 2005.",FJ,Fijian dollar,Country uses the 1993 System of National Accounts methodology.,2007,East Asia & Pacific,Upper middle income,2005,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,<NULL>,2009,2009,2000,"Expenditure survey/budget survey (ES/BS), 2009",<NULL>,<NULL>,Actual,<NULL>,2005
IRQ,Iraq,Iraq,Republic of Iraq,IQ,National accounts have been revised from 2000 onward based on official government data; the new base year is 1988. The new series raises GDP significantly from previous estimates.,IQ,Iraqi dinar,Country uses the 1968 System of National Accounts methodology.,1997,Middle East & North Africa,Upper middle income,1988,Value added at producer prices (VAP),<NULL>,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",<NULL>,General Data Dissemination System (GDDS),<NULL>,"Multiple Indicator Cluster Survey (MICS), 2011",2011/2012,<NULL>,2000,"Integrated household survey (IHS), 2007",<NULL>,<NULL>,<NULL>,"1997, 2004",2005
LBN,Lebanon,Lebanon,Lebanese Republic,LB,<NULL>,LB,Lebanese pound,Country uses the 1993 System of National Accounts methodology.,1970,Middle East & North Africa,Upper middle income,1997,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2000",2011,2007,2005,<NULL>,<NULL>,<NULL>,Actual,<NULL>,2005
MYS,Malaysia,Malaysia,Malaysia,MY,"Based on official government statistics, value added in services in constant and current prices have been revised from 1990 onward. National accounts data in constant prices have been linked back to 1960; the new base year is 2005.",MY,Malaysian ringgit,Country uses the 1993 System of National Accounts methodology.,2010,East Asia & Pacific,Upper middle income,2005,Value added at producer prices (VAP),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,Special Data Dissemination Standard (SDDS),2012,"World Health Survey (WHS), 2003",2015,2010,2005,"Expenditure survey/budget survey (ES/BS), 2012",<NULL>,<NULL>,Estimate,<NULL>,2005
GAB,Gabon,Gabon,Gabonese Republic,GA,<NULL>,GA,CFA franc,Country uses the 1993 System of National Accounts methodology.,2013,Sub-Saharan Africa,Upper middle income,1991,Value added at producer prices (VAP),Special trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",<NULL>,General Data Dissemination System (GDDS),2009,"Demographic and Health Survey (DHS), 2012",<NULL>,<NULL>,2005,"Core Welfare Indicator Questionnaire Survey (CWIQ)/Integrated household survey (IHS), 2005",<NULL>,<NULL>,Actual,1993,2005
CHN,China,China,People's Republic of China,CN,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Based on data from the National Bureau of Statistics, the methodology for national accounts exports and imports of goods and services in constant prices have been revised from 2000 onward.",CN,Chinese yuan,Country uses the 1993 System of National Accounts methodology.,2010,East Asia & Pacific,Upper middle income,2000,Value added at producer prices (VAP),Special trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2012,"National Sample Survey on Population Change (NSS), 2007",2007,2007,2005,"Integrated household survey (IHS), 2008",<NULL>,<NULL>,Preliminary,1978–93,2005
KAZ,Kazakhstan,Kazakhstan,Republic of Kazakhstan,KZ,<NULL>,KZ,Kazakh tenge,Country uses the 1993 System of National Accounts methodology.,2009,Europe & Central Asia,Upper middle income,Original chained constant price data are rescaled.,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2010/11",<NULL>,<NULL>,2010,"Expenditure survey/budget survey (ES/BS), 2012",2000.0,<NULL>,Actual,1987–95,2005
ARG,Argentina,Argentina,Argentine Republic,AR,<NULL>,AR,Argentine peso,Country uses the 1993 System of National Accounts methodology.,2010,Latin America & Caribbean,Upper middle income,2004,Value added at basic prices (VAB),Special trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2011/12",2013,2002,2000,"Integrated household survey (IHS), 2012",<NULL>,<NULL>,Actual,1971–84,2005
NAM,Namibia,Namibia,Republic of Namibia,<NULL>,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on official government statistics, national accounts data have been revised from 1980 onward; the new base year is 2010.",<NULL>,Namibian dollar,Country uses the 1993 System of National Accounts methodology.,2011,Sub-Saharan Africa,Upper middle income,2010,Value added at basic prices (VAB),General trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2013",2014,<NULL>,2002,"Expenditure survey/budget survey (ES/BS), 2009/10",<NULL>,<NULL>,<NULL>,<NULL>,2005
VEN,Venezuela,"Venezuela, RB",República Bolivariana de Venezuela,VE,<NULL>,VE,Venezuelan bolivar fuerte,Country uses the 1993 System of National Accounts methodology.,2011,Latin America & Caribbean,Upper middle income,1997,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2011,"Multiple Indicator Cluster Survey (MICS), 2000",2007,<NULL>,2000,"Integrated household survey (IHS), 2012",<NULL>,<NULL>,Actual,<NULL>,2005
AZE,Azerbaijan,Azerbaijan,Republic of Azerbaijan,AZ,April 2012 database update: National accounts historical expenditure series in constant prices were revised in line with State Statistical Committee data that were not previously available.,AZ,New Azeri manat,Country uses the 1993 System of National Accounts methodology.,2009,Europe & Central Asia,Upper middle income,2000,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2006",2015,2010,2005,"Expenditure survey/budget survey (ES/BS), 2012",<NULL>,<NULL>,Actual,1992–95,2005
BLR,Belarus,Belarus,Republic of Belarus,BY,<NULL>,BY,Belarusian rubel,Country uses the 1993 System of National Accounts methodology.,2009,Europe & Central Asia,Upper middle income,Original chained constant price data are rescaled.,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2012",<NULL>,2009,2000,"Expenditure survey/budget survey (ES/BS), 2012",2000.0,<NULL>,Actual,1990–95,2005
TUN,Tunisia,Tunisia,Republic of Tunisia,TN,"National accounts data from 2005 onward have been revised based on data published by the Tunisian authorities. April 2012 database update: Based on data from the Central Bank and its Statistical Bulletin, national accounts data were revised for 1997 onward.",TN,Tunisian dinar,Country uses the 1993 System of National Accounts methodology.,2004,Middle East & North Africa,Upper middle income,2005,Value added at basic prices (VAB),General trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2011,"Multiple Indicator Cluster Survey (MICS), 2011/12",2014/ 2015,2006,2001,"Integrated household survey (IHS), 2010",<NULL>,<NULL>,Actual,<NULL>,2005
COL,Colombia,Colombia,Republic of Colombia,CO,<NULL>,CO,Colombian peso,Country uses the 1993 System of National Accounts methodology.,2006,Latin America & Caribbean,Upper middle income,2005,Value added at basic prices (VAB),General trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Demographic and Health Survey (DHS), 2010",2013,2010,2000,"Integrated household survey (IHS), 2012",<NULL>,<NULL>,Actual,1992–94,2005
JOR,Jordan,Jordan,Hashemite Kingdom of Jordan,JO,<NULL>,JO,Jordanian dinar,Country uses the 1968 System of National Accounts methodology.,2004,Middle East & North Africa,Upper middle income,1994,Value added at basic prices (VAB),General trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",<NULL>,Special Data Dissemination Standard (SDDS),2012,"Demographic and Health Survey (DHS), 2012",2007,2010,2005,"Expenditure survey/budget survey (ES/BS), 2010",<NULL>,<NULL>,Actual,<NULL>,2005
MUS,Mauritius,Mauritius,Republic of Mauritius,MU,<NULL>,MU,Mauritian rupee,Country uses the 1993 System of National Accounts methodology.,2011,Sub-Saharan Africa,Upper middle income,2006,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",<NULL>,Special Data Dissemination Standard (SDDS),2012,"Reproductive Health Survey (RHS), 1991",2013/ 2014,2010,2003,<NULL>,<NULL>,<NULL>,Actual,<NULL>,2005
AGO,Angola,Angola,People's Republic of Angola,AO,"April 2013 database update: Based on IMF data, national accounts data were revised for 2000 onward; the base year changed to 2002.",AO,Angolan kwanza,Country uses the 1993 System of National Accounts methodology.,1970,Sub-Saharan Africa,Upper middle income,2002,Value added at producer prices (VAP),Special trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),<NULL>,"Malaria Indicator Survey (MIS), 2011",2015,<NULL>,2005,"Integrated household survey (IHS), 2008",<NULL>,<NULL>,Actual,1991–96,2005
ZAF,South Africa,South Africa,Republic of South Africa,ZA,Fiscal year end: March 31; reporting period for national accounts data: CY.,ZA,South African rand,Country uses the 1993 System of National Accounts methodology.,2011,Sub-Saharan Africa,Upper middle income,2005,Value added at basic prices (VAB),General trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Demographic and Health Survey (DHS), 2003; World Health Survey (WHS), 2003",2007,2010,2000,"Expenditure survey/budget survey (ES/BS), 2010",<NULL>,<NULL>,Preliminary,<NULL>,2005
ECU,Ecuador,Ecuador,Republic of Ecuador,EC,National accounts have been revised from 1965 onward based on official government data; the new base year is 2007. The large upward changes are due to an improved calculation method for nominal GDP.,EC,U.S. dollar,Country uses the 2008 System of National Accounts methodology.,2010,Latin America & Caribbean,Upper middle income,2007,Value added at basic prices (VAB),General trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,Special Data Dissemination Standard (SDDS),2012,"Reproductive Health Survey (RHS), 2004",2013/15,2008,2005,"Integrated household survey (IHS), 2012",<NULL>,<NULL>,Actual,<NULL>,2005
THA,Thailand,Thailand,Kingdom of Thailand,TH,Fiscal year end: September 30; reporting period for national accounts data: CY.,TH,Thai baht,Country uses the 1993 System of National Accounts methodology.,2010,East Asia & Pacific,Upper middle income,1988,Value added at producer prices (VAP),Special trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2012",2013,2006,2007,"Integrated household survey (IHS), 2011",<NULL>,<NULL>,Actual,<NULL>,2005
KOR,Korea,"Korea, Rep.",Republic of Korea,KR,New base year is 2010. GDP data are available from 1970 onward while components are revised from 2000 onward only. Historical data in constant prices are linked to preserve growth rates.,KR,Korean won,Country uses the 1993 System of National Accounts methodology.,2010,East Asia & Pacific,High income: OECD,2010,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2008,2002,"Expenditure survey/budget survey (ES/BS), 1998",<NULL>,<NULL>,<NULL>,<NULL>,2011
NZL,New Zealand,New Zealand,New Zealand,NZ,Fiscal year end: March 31; reporting period for national accounts data: FY.,NZ,New Zealand dollar,Country uses the 1993 System of National Accounts methodology.,2013,East Asia & Pacific,High income: OECD,2005/06,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,<NULL>,2012,<NULL>,2012,2009,2002,"Income survey (IS), 1997",<NULL>,<NULL>,<NULL>,<NULL>,2011
AUS,Australia,Australia,Commonwealth of Australia,AU,Fiscal year end: June 30; reporting period for national accounts data: FY. Value added current series updated by the Australian Bureau of Statistics; data revised from 1990 onward; Australia reports using SNA 2008.,AU,Australian dollar,Country uses the 2008 System of National Accounts methodology.,2011,East Asia & Pacific,High income: OECD,Original chained constant price data are rescaled.,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2011,2010,2000,"Expenditure survey/budget survey (ES/BS), 1994",2012.0,<NULL>,<NULL>,<NULL>,2011
USA,United States,United States,United States of America,US,Fiscal year end: September 30; reporting period for national accounts data: CY.,US,U.S. dollar,Country uses the 2008 System of National Accounts methodology.,2010,North America,High income: OECD,Original chained constant price data are rescaled.,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2012,2008,2005,"Labor force survey (LFS), 2000",2005.0,<NULL>,<NULL>,<NULL>,2011
CHL,Chile,Chile,Republic of Chile,CL,<NULL>,CL,Chilean peso,Country uses the 1993 System of National Accounts methodology.,2012,Latin America & Caribbean,High income: OECD,2008,Value added at basic prices (VAB),Special trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2007,2008,2007,"Integrated household survey (IHS), 2011",<NULL>,<NULL>,<NULL>,<NULL>,2011
CAN,Canada,Canada,Canada,CA,Fiscal year end: March 31; reporting period for national accounts data: CY.,CA,Canadian dollar,Country uses the 2008 System of National Accounts methodology.,2011,North America,High income: OECD,2005,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2011,2010,1986,"Labor force survey (LFS), 2000",<NULL>,<NULL>,<NULL>,<NULL>,2011
JPN,Japan,Japan,Japan,JP,Fiscal year end: March 31; reporting period for national accounts data: CY.,JP,Japanese yen,Country uses the 1993 System of National Accounts methodology.,2010,East Asia & Pacific,High income: OECD,2005,Value added at basic prices (VAB),General trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2010,2001,"Income survey (IS), 1993",<NULL>,<NULL>,<NULL>,<NULL>,2011
ISR,Israel,Israel,State of Israel,IL,<NULL>,IL,Israeli new shekel,Country uses the 1993 System of National Accounts methodology.,2009,Middle East & North Africa,High income: OECD,2005,Value added at producer prices (VAP),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,<NULL>,2009,2004,"Expenditure survey/budget survey (ES/BS), 2001",<NULL>,<NULL>,<NULL>,<NULL>,2011
RUS,Russia,Russian Federation,Russian Federation,RU,<NULL>,RU,Russian ruble,Country uses the 1993 System of National Accounts methodology.,2010,Europe & Central Asia,High income: nonOECD,2000,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"World Health Survey (WHS), 2003",2014,2010,2001,"Integrated household survey (IHS), 2012",<NULL>,<NULL>,<NULL>,1987–95,2011
MEX,Mexico,Mexico,United Mexican States,MX,The new base year is 2008.,MX,Mexican peso,Country uses the 2008 System of National Accounts methodology.,2010,Latin America & Caribbean,Upper middle income,2008,Value added at basic prices (VAB),General trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"National Survey of Demographic Dynamics (ENADID), 2009",2007,2010,2009,"Integrated household survey (IHS), 2012",<NULL>,<NULL>,Actual,<NULL>,2011
DNK,Denmark,Denmark,Kingdom of Denmark,DK,<NULL>,DK,Danish krone,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2009,2009,"Income tax registers (ITR), 1997",<NULL>,<NULL>,<NULL>,<NULL>,Rolling
NLD,Netherlands,Netherlands,Kingdom of the Netherlands,NL,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",NL,Euro,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,Original chained constant price data are rescaled.,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2008,2008,"Integrated household survey (IHS), 1999",2005.0,Euro area,<NULL>,<NULL>,Rolling
BEL,Belgium,Belgium,Kingdom of Belgium,BE,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Belgian franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",BE,Euro,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,<NULL>,2010,2009,2007,"Integrated household survey (IHS), 2000",<NULL>,Euro area,<NULL>,<NULL>,Rolling
CZE,Czech Republic,Czech Republic,Czech Republic,CZ,<NULL>,CZ,Czech koruna,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,High income: OECD,2005,Value added at basic prices (VAB),Special trade system,Yes,<NULL>,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"World Health Survey (WHS), 2003",2010,2007,2007,"Income survey (IS), 1996",<NULL>,<NULL>,<NULL>,<NULL>,Rolling
